0	venezuela 's friends
1	summits , '
1	biased attitude
0	better situation
0	their glorious struggle for these rights
1	the protests
1	extreme weakness
1	mistake
1	aggressors
1	damn yankees
0	hope
1	it is pure rhetoric
0	promotes
1	suggestions
0	honoring
1	like alcatraz or devil 's island
1	has become irritating
1	has not once
0	like
1	has generated anxieties
1	can not wholly agree with
0	is now promoting
1	does not endorse
1	so - far spurned
1	has already warned
1	is firmly opposed to
1	would be targeted one by one
1	alone
1	has always resolutely opposed
0	massive potential market
0	policies
0	had asked
1	criticizing
0	want to
1	flimsy pretexts
1	fear
1	should not tolerate
0	triumph for human rights
1	refusal
0	independent
1	could range from collective disapproval to suspension
0	having supported
0	made a commitment
0	good naturedly shrugged off
1	catering to the interests of the us oil and coal barons
1	resumed their anti - american tirade
0	praised
0	the importance of china
0	support
1	diplomatic flirtation with leftist world dictators
1	indecisive
1	are blamed by
1	refused
1	sneaked into
0	has been unscathed by scandals
0	most audacious
0	humane
1	threats
1	to destroy
0	emphasized
1	axis of evil remark
1	inaccurate and fabricated
1	would only have sharpened
1	under the excuse of fighting terrorism
1	fake imposter
0	supports it with words and deeds
1	twisted and distorted
0	stay together
0	high
1	memorandum of protest
1	revanchism
1	is self - inflicted
1	getting strong criticism , denunciation , and rejection
1	not up to him to decide who is a captive or who is not a captive
1	severely
0	approval
0	going in the right direction
1	infringes
1	negative
1	continued to keep alive
1	are the violators of human rights
1	inhumane
1	wariness
1	compromising the image of the war against terrorism
1	goes against the facts
1	to keep yasser arafat stranded
1	corruption
1	only one single
1	would damage
1	follow suit
1	has been protested
1	economic colonialism
1	described
1	keeping a wary eye
1	flaws
0	fully respected
1	mistreatment
0	will be just as good
1	it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure
0	join forces
0	refusing to buckle
0	interested
1	act of terrorism
1	ill - treatment
0	plotting
1	disregards
1	offering even order - of - magnitude guesses
1	does not want
1	aggressions against
1	do - gooders
1	treating these prisoners like an ostrich
0	simply clear - headed
0	new beginning
0	hope
0	can not refuse offering cooperation
1	rejected
1	all the worse
0	most promising
0	calm
0	hoping
1	alleged rigging
1	claims
1	accusing
1	pretended to be abiding by the decision
1	loathsome action
0	want
0	wants
1	provocative
1	even in some cases pure falsehoods
0	perceived
1	his ship has been sailing towards a wrong direction for far too long
1	changing its stand
1	made a harsh appraisal
1	suffering of iraqi people facing crippling international sanctions
1	risks
0	will accept
1	the demonstration
1	like when one loses one 's virginity and the only solution is to enter a convent
1	no to recognition
0	the most ideal way
1	accusations
1	warned
0	dignity
1	virtually no attention has been paid
1	message and warning by
1	dosed up
0	proposals for
1	no reason at all
0	heroic
0	could be to steer soaring space - station costs back toward earth
0	hand that is stretched for peace
1	every sector 's possibilities
1	oneupmanship of rudeness
0	seeking
0	hope
1	problems
1	can not afford
1	did not want to support
1	some questionable aspects
1	could destabilise
1	boycotted
1	most heavily armed place in the world
1	presumptive
1	in addition to
1	atmosphere of hate
1	fails to meet the standard of being free and fair
0	with a hope
0	adopted a resolution
1	disguises
0	the support
1	manifold
0	commitment
1	axis of evil
1	do n't want
1	clearly at this point there is no cause
1	more prudent
1	violates the united nations charter
0	with much intensity
1	roughly
1	is brazen
1	did not sound the alarm in time
1	irresponsible saber rattling
1	again triggers the red light
1	even more difficult
1	considerable doubt
1	axis of evil
1	uncontrolled violence would be unleashed
1	hate
1	the willingness of most western governments to tolerate abuses
1	incommunicado detentions
1	is also the most risky
1	dispute
1	is adamantly against
1	refused
1	touched such heights
1	freaky
0	champion
1	disagreeable
1	israeli government does its utmost to hamper the peace process
0	to promote
1	bush backtracked
1	more serious with the passage of time
0	any hope
1	uproar
0	its backing
1	unfortunately
1	was embarrassed
0	hails
1	see
0	seeking
0	praised
1	shameful electoral sham
0	declaration of support
1	labeling
1	absolutely inadmissible
1	were seething
1	were also uncertain
1	several occasions
0	supports
1	it could devalue and spark inflation
1	extremely dangerous
1	these faces are wearing army uniforms
1	fear
0	quite valid
0	the door remains wide open
1	wrangling
0	called on
1	denounced
1	nothing was done to prevent the disaster awaiting
0	still want
0	working around the clock
1	the illusion
1	refusal to approve
0	praised
1	we fought for half of our lives
0	wants
1	concern
0	have it better here
1	under siege
1	contrary to
1	axis of evil
1	unfounded allegations
1	crushed politically , socially , economically
1	in the guise of its so - called war on terror
0	pronouncement in favor
1	sit in judgment
1	did not even have the goodness
1	can not integrate itself
0	vowed
0	to encourage
0	fair
1	problem is
1	another setback for the imf
1	misled by the smear campaign and information sabotage
1	were not so devastating
1	may be disconcerted
1	dangerously absolutist and simplistic stance
0	prefer
1	mounting concerns
1	biggest terrorist country
1	seems to be a difference
1	enormous concern
0	with a large degree of confidence
1	as difficult as it may be
0	in the eyes of
0	adequate
0	get excited
1	rigging
1	does not look very good
1	provocations
1	if unexpected incidents took place to arafat 's safety
0	only a fraction
1	made such charges
1	immediately blasted
1	kill
1	his brother , jeb , needs in order to secure his reelection
1	yield
1	seems to be murky here
1	is a simple prejudice
1	only abuse
1	hatred
1	is concerned
1	therefore planning to trigger wars here and there
1	chanted
1	will consult with no one
0	legitimate
1	declined
1	failed to meet international standards
0	were also appealing
0	to persuade
1	does not serve the interest of peace
1	substantial challenge
1	all but dismissed
1	for punitive action
1	criticism was toned down greatly
1	a primitive thirst for revenge
1	drive him away
0	believes in
0	is based on mutual respect and understanding
1	tragic circus
1	lack of sincerity
1	in death rather than staying alive under occupation
0	wanted
1	shouting insults
0	learn to accept
0	could not have wished
1	unfair
1	such a disadvantageous situation
1	inalienable palestinian rights
0	unprecedented
1	ongoing devastation
1	fervently escalates a campaign of bludgeoning its citizens
0	amazingly roomy
1	islands will go under
1	would be protesting
1	spectacularly
0	emphasized
1	axis of evil
1	are reluctant
1	astonished
0	sustainable development and environmental protection
0	greater elaboration
1	oppose
0	support
1	victor ,
0	also hope
0	support
1	deny
1	who were expelled from their homeland
1	grave clashes
0	placed hopes
1	in danger of removing
1	outright isolation
0	nostalgia
1	is to allow the growth of a dangerous focus
0	spurred on
1	vitriol
1	mix up
0	it could blossom
0	good will
1	ballot rigging
1	violations or shortcomings
0	will work non - stop
0	calls
1	but will also disrupt
0	called for
1	ineffective
1	manichaean
0	regain confidence
1	who brag
1	shooting unarmed civilian demonstrators in cold blood
1	devil 's empire .
1	imperil
1	lapsing back into the grim years
1	they are seeking unilaterally to become the masters of the world
0	is rightly
1	felt betrayed
1	weak
0	want
1	crowded , unventilated tents
1	might as well
0	good
1	may have doubts
1	emptiness
0	wants
0	accepted
1	demeaned
0	normal relations
1	was nothing more than a sick attempt to appeal to the worst red - neck prejudices
0	hopefully
1	desperate tableau
0	promised
1	turning the whole world upside down
0	won the assurance
0	promises
1	violent protests
1	menace
1	hardly ring true
1	incapable
1	crippled
0	clearly welcomes
1	warns
0	agreed
0	defends
1	somewhat insane
1	an excuse
0	adopted
1	i say to myself , 'would we allow that , if canadian troops were taken
0	stand with them in the same trench steadfastly
0	would n't it be better
1	some guano rock in the pacific
1	accidental slight
1	refusal to respect
0	strongly welcomes
1	was seen
1	axis of evil
1	disagreed
1	but
1	rejected
1	realized
1	crime against humanity
0	had expressed the hope
0	support
1	doubts
0	downplayed
0	legitimate
1	one - sided , self - righteous policy
1	inexcusable mistake
0	put an end to
0	made the request
1	still far from equal
0	intends
1	pet theme
1	epic - sized default
0	owing allegiance
0	taken responsibility for
1	accuses
0	would want
1	protests
1	concerned
0	ideology was explicitly embraced
0	now is the time to build our future together
0	very clear boundaries
1	axis of evil
1	a petty - minded populist who had done great damage to his country 's economy
0	ushered in an era of stability
0	congratulations
0	trust
0	not only
1	unacceptable
1	takes a side
1	lacks a coherent
1	falling victim
1	leaves plenty to be desired
1	desperate hatred
1	not look very good
1	growing tendency to act first and consult later
1	such an excuse
1	largest illusion
1	acknowledged
1	berating
1	before it disappears
0	voluntary
1	axis of evil
1	club gitmo
1	manipulation of the subject domestically
0	open
1	definitely not blessings
1	reaps all the benefits of mock globalisation
0	resistance
0	are eagerly awaiting
1	had rebuffed
1	filing the complaint
0	has been invited
0	just peace
1	turned down
0	insists
0	prefer
1	dissatisfaction
1	wants
1	him has not been pretty
1	only half as wild
1	is also working to push
0	feel
1	tacitly agreeing to ignore
1	reckless
1	adulterated
1	human characteristics to a lump of stone
1	denied its citizens their legitimate rights
1	was particularly disheartening
0	fully back
1	have damaged
1	disorganization
1	policy of domination in total negation of the lofty principles of morality , ethic and democracy
1	criminals
1	expressed concern
0	like a boom town
1	refuses
0	well recognized
1	this is our major concern
1	the 'axis of evil
0	only wants
0	plans
1	unfortunately for the nation
0	willingness to help
1	to tighten the noose around the axis of evil
0	be willing
1	violating human rights
1	refused
0	it is mr . stoiber
1	draw vindictive reactions
1	does not mean
1	war on
0	has obviously counted on
1	the arrows
1	opprobrium
1	rejected
0	richest
1	compatriots
0	beautiful historic coincidence
1	protests
1	weaker side
1	in a limp cruise - director chirp
1	axis of evil
1	not even
1	only becoming worse
1	hardline
1	no more than that
0	longed for
1	always
1	critical voice in
1	nothing will be achieved
1	criticized
1	grand strategy
0	once prosperous
1	despite
1	take justice to pre - historic times
0	considers
0	will acknowledge
1	chorus of protest
1	very unfavorable impact on relations
1	its self - seeking manipulation
1	that axis of evil statement
1	simultaneously raises apprehensions and resentment
0	supporting
1	abruptly
1	grim and complicated
1	criticism of
0	nevertheless
1	would never forget
1	not adequately free and fair
0	every possible effort
1	confusion
0	to guarantee
1	however
1	burden
1	children in distress
1	perpetrated
1	the perpetrators
1	refuses
1	condemned
1	violating human rights
1	was martyred
1	hasty
0	has all along maintained a close relationship
1	against the spirit
1	as if it were an adjudicator
1	pretext
1	simply used old drafts
0	effectively curb
1	have not been able to live without
1	his anger
1	chaotic
1	sees
1	systematic campaign of violence
1	suffering
1	forcing painful austerity measures
1	hampering
0	want
1	of more misery
1	further expressed alarm
0	commitments
1	disregarding
1	forceful means
0	aligned himself and established a distinct cooperative stance
1	and yet it was unable , despite all its forces , weapons , and measures , to achieve full and comprehensive quiet
1	seizes a weeping globe in his monster - size hands
1	perception
0	is willing
0	called for
0	peaceful
1	will erode public 's confidence
1	authoritarian or repressive
0	backing
1	consecrate violence and counter violence
1	should not
0	will have to withdraw
1	calls
1	wants
1	draw the ire of
0	sought
1	threatening
0	strugglers
1	tinkering
1	criticizing
1	erroneous acts
0	successfully rallied
1	is colored by leftist ideology
1	refusal to respect its obligations
1	great
1	warn of
1	continue to spew out vicious remarks
0	the most magnificent
1	despite everything
0	confidence
1	chanting
0	firm national palestinian rights
0	has displayed unrelenting resolve and confidence
1	have a sense that they have been cheated
1	was unable to explain
1	i 'd hate to see who got second place
1	does not help dispel the suspicions
0	great
0	have interests
1	have watched with chagrin
0	deepening
1	disapproval
1	was critical
0	valiant intifadah
0	an end to the conflict
1	tensions
1	throw us from the island
1	declined
1	does not , of course , guarantee success
1	violation
0	welcomes
1	lashed out
1	the desperate fight
1	such us policy
1	refusal
0	advocated
1	wronged
0	urged
1	have been completely ruled out
1	culprits
1	like clinton
1	the criticisms
1	took issue
0	were approved
0	eradicate
1	posed a credible security threat
1	enemies rely upon surprise and deception
1	concerning their life or death
1	axis'' suggested an alliance that does n't exist
0	through peaceful means
0	looked to
1	expressing discontent
1	camp x - ray
1	premature
1	criticisms
1	unfeasible
0	believes
0	assurances
1	shut away
1	absolute indifference
1	acted in collusion
1	china threat advocates
1	some sharp criticism
1	telling lies
0	has proven to be
1	criticisms
1	dictatorial regime
1	much more than what one could have expected
1	continues to demolish
1	the axis of evil remark
0	can still break through
1	not true at all
0	needs to cooperate
0	beneficial
0	refuses to bow
1	failing to support
1	complaints and inquires
1	in a state of war
0	congratulate
0	claiming to represent
1	claimed
1	to its knees
0	kept peeking
1	jeopardy
1	blamed
0	advocated
0	good starting point
1	entire
0	just in time
1	excessive
1	mistake
0	takes into consideration
0	was justified
1	sharply criticised
1	do not want to yield
1	provoked by the fact
1	should serve as a warning
0	it is a positive development
0	urged
0	such fruitful results
0	respecting
1	would amount to a flagrant violation
1	other so - called civilized nations
0	believe
1	reticence
0	wish to express our solidarity
1	turning a blind eye
0	effective solution
1	dethroning
1	impossible
1	was perceived
0	convey the message of peace
1	oh god no
0	is ready to cooperate
1	confronting itself
1	directly responsible
1	is her nemesis
1	policy of terror and death
0	advice
1	do not help
1	contradicted
0	bright
1	never had a democratic election
1	profit from
0	this confidence
1	in violation
1	ruined
0	most frantic lobbying
1	condemnation
1	will only
0	should earnestly abide
0	would create
1	considered
0	glad
0	hope
1	government - orchestrated
0	we have nothing to hide
0	the jewel of the us constitution
1	wielding its authority
1	making themselves felt far from the battlefield
1	anti - chavez protest
1	threat
1	must no longer be encysted
0	their godfather
0	called for
0	may well
0	support
1	flaunting it
1	locked in a verbal war
0	would make it possible
1	is worrying
1	found itself literally in the plight of a punching bag
1	explosive political frustration
1	called
0	will continue to show american power and purpose in support of
1	such desperation
1	dramatic upsurge
1	remaining problems
1	expressed his condolences
1	rogue nations
0	supporting
1	declare their opposition
0	respecting
1	attempting to realize
1	are masterminded
1	seems
0	true
1	leading a racist campaign
1	warned
1	were protesting
0	to obey those in authority
0	have the illusion
0	has an interest
1	high distress
0	there is need for a partnership
1	concern that exists
1	will not reopen talks
0	is asking
1	squandered
0	fair shares
1	scenes of destruction
0	a window of opportunity
1	dangerous
0	are happy
0	intentions
0	was satisfied
0	has now approved
1	had not met sadc 's norms and standards
0	mdc sympathies
0	request asking
1	a certain cold - blooded dictator
0	credible
1	kill
1	seriously flawed
1	unjustifiable
1	violates international agreements
1	is deemed
1	depends on
1	product of `western biased
1	kept things vague
1	charges
1	risking the danger
0	claiming
1	they are so wrong and far from this reality
0	came to anderson 's support
1	tension between
0	would be useful if
0	temporary security
1	the familiar psychodrama
1	humiliation of
1	it is itself the violator of human rights
0	harmonious and close
0	as friends or not evil
1	fundamentally flawed
1	the opposition members have a loaded gun at their head with mr . mugabe 's fingers on the trigger
1	threatened
1	an obsession - - fidel castro 's downfall
0	like
0	completely supports
1	gross misstatement
0	promised
1	excuses
1	threatens
1	irresponsible
1	was rejected
1	produces an illegitimate outcome
1	shared responsibility for the massacres
1	are false
1	may not receive a fair trial
1	break the spirit of
1	bitter deadlock
1	the action of several military generals
1	whose eyes are not bluest of the blue
0	wanted
1	tactful political manoeuvring
0	it 's a proud freedom day
0	can actually enhance our competitiveness
1	dramatic
0	objectives
1	looking for an edge
0	is supporting
1	comfort
1	a pariah
0	expressions of support
1	the axis of evil
1	wanted to ignore economic issues
1	demonstrations
1	end up like french algeria
1	the concerns voiced
1	nothing whatsoever
1	to intimidate women and children
1	charged
1	chorus of condemnation
1	fresh - meat
1	instead
1	facing an acute dilemma
1	disaster
1	assassinations
1	to the president 's misfortune
1	irked
0	willfulness
1	changing and contradicting personality
0	advice
1	continue to obstruct
0	regards
0	support
0	have expressed interest
1	wary of
0	further push forward
1	marred
1	overshadowed by the midst of the tragic events
1	impose
1	high level of politically motivated violence
1	having rejected
0	legitimate
1	last - ditch
0	grateful
1	murderous hatred
1	axis of evil
0	make this request
1	were at odds
1	applaud everything
1	relished the role of cassandra to the philippine national police
1	too much blood was shed and much suffering endured
1	are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted
0	has supported
1	threatened
1	unprecedented force
1	place additional restrictions on freedom of expression and the press
0	is consensus
1	have shown reluctance
1	dramatic
1	must push for punitive action against mr . mugabe
1	sat on the fence for months
1	madness
0	advantages
0	ambitious
0	return of balance
1	undermine
1	it will not be easy , of course
1	oh , the horror
1	what could be worse
1	odious
0	interests
0	seek peace
0	chance came to sharon 's rescue
1	criticised
1	modern , civilized instruments of coercion
1	not on very solid legal ground
1	to put it mildly
1	has floundered
1	so - called axis of evil remark
1	simply because
1	do n't look natural
0	i have truly never seen anything as beautiful as the earth from space
0	preferred
1	intimidate
1	israeli tanks are pushing further
1	expected
0	personal safety to be ensured
1	badly battered
0	responsible
0	hope
1	should be penalised
1	attacks
0	wants
0	proclaimed
1	do n't agree
1	an attack
1	unlawful combatants
1	accusing
1	criminalise
1	to mould the electoral process in his favour
1	it will not be a coup so long as the united states thinks it is not
1	only
0	that would have integrity
1	very negative
1	bias against
1	is threatening
1	destructive
1	repeatedly threatened
1	condemn
1	unprecedented in the history of the comity of nations
1	mired in
1	criticized
1	looked like one of hitler 's
0	the suggestions of
1	damning report
1	not try to change the world by command
1	can only speak of
1	frighten
1	a challenge to
1	concessions
1	of all the unconscionable things
1	warned
1	labeling
1	excessive or at the wrong time
1	threat to its security
1	refusing
0	called on
1	incommunicado
1	the protest
1	had irritated
1	the meat was entering the food chain
0	safeguarding
1	terror compound
1	considered
1	were considered
1	take what you can while you can
1	axis of evil
0	peacefully
0	respect
0	will devote themselves
1	scourges and social ills
1	sponsor terrorism
0	the request of
1	proved ineffective
1	disenfranchised
1	violence
1	conspicuous policy of playing games
1	assassin
1	in protest against the israeli holocaust against palestinian civilians
0	fell in line with
0	active
1	lot of heartbreak over the years
1	tarnish
0	culturally appropriate
0	intelligent , rational
0	goal
1	unfairly
0	pass up the biggest chance of his political life
1	essentially close off international use of the station
0	called for
0	a human virtue
1	holds
0	will
1	want more money for themselves ,
1	moribund
0	importance of
1	everything depends
0	promoting peace and stability
0	openly invited
1	not a price worth paying
1	no one can feel proud
0	more attentive
1	imposed on him
1	warned in its annual global survey
0	legitimacy
0	more concrete support
1	have also criticised
1	the efficiency of bulgarian dmv workers
1	not the best of solutions
1	harm
1	fearing
1	create stumbling blocks
1	disagree
1	crowding some of them out of existence
1	wayward
1	campaign of suppression
1	the gitmo gandhis
1	condemnation
0	would also accelerate
1	unless drastic measures are taken , we are on the way
0	understanding
0	accepted
1	increasing attacks
1	disregarding
1	take a turn for the worse
1	misery
1	bowed to pressure
1	decision to condemn
1	would be badly damaged
1	it is a sign of serious economic trouble
0	ending
0	has discretely assured
1	misrule
1	neither especially virtuous
1	suspected
1	meant to intimidate
1	to further encourage
1	unmanageable
1	a shocking story
1	israeli expansionist plans
1	does not care
0	has promised
1	disbelieving
1	loss of credibility
1	extension of its characteristic policy of hegemony
1	feel sorry for
0	calling on
0	universal values
1	a very risky scenario
1	legal or illegal
0	get inspiration
0	urge
0	other major achievements
1	was not ready to tolerate
1	as he calls it
0	is optimistic
1	anti - western
1	went along
0	achievements
0	put his nation first
1	part of an axis of evil any country which does not follow the its policies
1	axis of evil theory
1	once again
1	has warned
1	certain circles
0	valued ally and friend
0	were supported by
1	outcry
1	wept over
1	angry
1	reject
0	to stem the roots of terrorism
0	to understand
0	favorably describing
1	cold war heritage
1	will remove you violently
1	insidious
1	to heel
1	conspiring
1	confined to minute cells
1	unprecedented
1	intense dissatisfaction and frustration
1	have joined the chorus of protest
0	begins to bear fruit
1	fears
1	only to mislead
1	its own inhuman behavior
1	perennially divisive issue of taiwan
1	internationally isolated
0	support
0	breakthrough
0	was lobbying
1	increase in the people 's anger
1	lost time and credibility on a failed bet
1	when the stakes matter the most
0	agreed
1	so conservative that it makes pat buchanan look vegetarian
0	within tens of millions of arabs
1	violation
1	everything seems to be collapsing
0	maintained a clear - cut collaborative stance towards
0	the hope
1	not in line with
1	falls at a bad time
1	rising tension
1	treating people this way
0	urged
1	the distress
1	tarnishing the image
0	readiness to enter dialogue
0	the will of
1	america 's biding
0	brilliant
1	appeared it had been done reluctantly
1	staggering
0	save
1	evil empire
0	growing public interest
1	fails
1	much more difficult
0	was confident
0	great
0	quite a leap forward
0	wisely
0	allow for a free and fair presidential election
1	axis of evil
1	do not possess the necessary expertise
1	inhumane
1	threat
0	hope
0	to endorse
1	intimidation
1	would be forced
1	despotic
1	being dishonorable
0	fairly
1	openly hostile position
1	this is crazy
0	should take place
1	it 's really strange
1	accused
1	fear
0	explicit statements of support for
1	interference
1	lambasted
1	designed to benefit mugabe
1	creeps
1	did n't want
0	wish
1	the latest intimidation intended to steal the election
1	delaying the day of reckoning
1	violated
1	unwarranted
1	cosying up
1	waning grip on power
1	may step up sabotage
1	defenceless
1	engulfed by violence and crime
1	certain apathy
0	free and fair
1	harassment
1	cowed
1	well , heaven without the 72 virgins
1	expressed the same apprehension
0	caution
0	asked
1	not free and fair
0	to seek reconciliation
0	hope
1	looking back one can see a general lack of vigilance
0	called on
1	greek dagger that is thrust into the heart of anatolia
1	treason
0	hoped
1	subverts
1	bashed
0	long called for
1	ever addicted to conspiracy theories
1	turn its back
1	what a brazen - faced deception of reality
1	was compromised
1	think
1	is a true oligarch
0	support
1	moribund
1	keepers
1	have raised questions
0	for the generosity of his soul
0	largely satisfactory and transparent
0	positive and optimistic views
0	peaceful unification
1	nothing practical
1	is craving
1	and yet
0	continues to move ahead from the existing basis
1	electoral hijacking
1	sitting on the sidelines
0	have supported
0	would withstand
0	is satisfied
1	brutal
1	violent protests
0	aspirations of
1	a terrorist act
1	stage
1	sowing the seeds of hatred and malice
1	pot calling the kettle black
0	exalted
0	a land of freedom and opportunity
0	call
1	good excuse
1	so - called
0	the justice
0	supreme sacrifice
1	vanquished
1	all kinds of provocative activities
0	love
1	do n't think it is a wise thing
0	will benefit
0	peaceful
1	most dangerous enemy
0	a success
1	expressed concern
1	was rejected
0	restoring the full inalienable rights
0	failed
1	over - burdening
1	blame
0	final end to violence and terrorism
0	was finally accepted
1	continue to rise
0	to accept
1	bitter destruction
1	criticism
1	refuses
1	excessive
0	will seek
0	agreed
1	unilateralist overdrive
1	are not competitive enough
0	has succeeded
0	would remake venezuela to benefit the poor
1	will not allow
0	could have hoped for
1	shift loosely between the u . s . polity and people
1	axis of evil dogma
0	fairly strong
1	not reflect the true will of
1	labeling
1	precarious
0	has written the name of moscow on the registration page of the american side
1	depriving them of the basic human rights , in contravention of its own constitution
1	crisis
1	is accused
1	the real ringleader of evil
0	still believes
1	will rise
1	implicitly encouraged
1	you get the feeling
0	have not given up their wish
1	definitely the third side will go to no one but britain
1	were considered as nonexistent by many countries
0	readiness to establish a just peace
1	refused
1	assailed
1	too high
0	warm
1	immediately attacked
1	repeated warnings
1	too harsh to be tolerated
1	cautioned
0	efforts to achieve a just peace
1	claims
0	flexibility
0	not selective
1	rogue states
1	is also reflected
1	so - called values of democracy and human rights
1	frustration
1	there are a few ambiguous points
1	crash course
1	threats
1	a long road ahead of us
0	wanted
1	can not
0	appreciate
0	wished
1	the dictates
1	perhaps it is perverse
0	hope
1	it will just be dragged along
0	am pleased to send my warm congratulations
1	will be substantially reduced
1	was an affront to the muslim people
0	sought to project itself
0	justifiably
1	frustrate as many voters as you can
0	urge to underline
0	certain satisfaction
1	locked in a verbal war
1	too good
0	totally reasonable
1	inflicted terrible death and pain on people on this continent
0	political stances that are totally biased
0	invited
1	illegally
1	it is wrong
1	murder all of us
1	they will find themselves on inhospitable ground
1	criticize
1	since one would have been paid to do so
0	better - than - expected response
1	merely superficial
